,Profit
38792,-51.612
21816,14.04
39430,-7.328
14129,7.196
5610,0.0
6244,11.835
5235,-13.6467
36562,25.38
7327,210.15
22808,-27.324
4622,24.24
39990,6.16
8383,35.1
16742,2.79
29839,8.88
14224,416.52
32550,11.4
6890,-23.0352
17815,-45.9954
43600,11.34
8317,16.47
6217,18.36
1414,232.68
34811,-154.044
46640,3.84
40977,-49.52
29551,2.28
32034,30.42
44947,8.8704
19700,55.9986
20419,1.8
9128,65.025
34422,5.1
31303,77.04
3095,60.12
31547,1.17
25863,0.0
29284,32.709
4243,7.92
20137,142.879
12426,-5.304
20757,67.495
43229,3.57
18726,47.04
8877,1.08
14625,-55.431
25621,-21.936
31342,35.82
13588,2.4824
998,280.44
43270,31.95
34460,12.3
34118,17.7
33495,-85.332
2531,82.44
12487,0.0
33248,25.6
48128,12.4416
43354,-13.768
32474,5.94
26268,36.63
37762,27.84
47469,-14.424
32740,146.79
43172,-82.092
5265,884.46
37619,16.66
9389,-16.176
28641,-3.096
38793,-2.784
33609,33.8744
47736,2.1
16773,-210.108
34494,0.0
9468,118.8
11014,-45.564
34752,0.32
47461,-3.993
9253,24.196
10132,2.28
19983,-24.504
38082,72.99
39461,-23.964
2354,516.36
14348,24.96
15404,134.364
10284,3.51
8994,20.52
16849,-292.987
21954,17.9982
38224,3.84
32529,-7.2
37247,12.54
40972,-74.568
46236,-6.564
30546,13.7646
985,238.978
10441,10.35
41820,11.1672
31119,157.14
27101,10.5
10045,8.94
28829,-7.875
11500,1.8
36503,52.3
6340,8.73
25608,14.34
9314,4.6284
36692,35.04
34499,61.68
39401,9.912
43034,30.57
40479,27.81
33877,-2.232
34203,8.073
9625,44.022
26600,-3.228
7479,112.725
43632,62.916
29306,-23.388
8659,-0.954
15889,31.4
41507,10.56
2672,12.128
45813,-31.005
1863,20.9148
48267,8.7906
2741,15.84
49399,3.1104
12469,45.5392
46243,7.28
47979,7.64
33165,5.1
45125,-3.198
40630,15.516
18938,29.61
41892,0.9
38774,6.84
33376,28.7064
4775,-23.296
7478,2.748
41999,4.83
9672,114.84
31581,-116.136
17284,199.02
46010,4.1916
25750,139.986
3418,884.058
40553,0.99
8893,2.16
41104,0.0
29895,8.085
1941,1528.38
42443,-12.996
5428,8.49
9282,1.36
41035,3.792
8393,2.376
27019,51.66
21882,26.085
24178,-23.949
21365,35.16
21906,8.532
4865,-1097.28
6807,576.375
4844,105.474
40811,28.98
26053,48.885
3829,8.82
13251,28.302
41635,2.46
7468,398.16
21541,7.52
16982,-19.168
2004,91.9508
12169,-12.537
22001,-82.056
3156,-32.352
43653,18.54
10820,181.62
6046,6.84
20003,-0.564
11843,34.701
26750,-38.52
12423,419.13
6651,20.6142
6850,84.9
26980,15.0
19060,-7.2
27697,17.424
37739,-36.696
47970,7.2268
21216,-111.221
3150,-2.4726
7895,-80.97
19474,-33.336
17534,77.748
42826,0.48
21234,30.24
32613,15.09
19599,0.0
44604,1.98
35387,43.5981
25066,135.6
24095,49.288
27671,-3.561
48647,0.0
29461,59.3595
5865,343.65
15056,198.681
27214,31.2528
25695,0.5668
41921,4.26
35448,14.94
34279,27.18
341,6.72
17258,76.41
11890,261.819
19453,14.8
46712,3.744
3375,27.7
10118,191.214
4233,339.444
15809,102.007
14356,38.9975
32460,-0.075
18112,-3.916
8880,205.344
12732,5.28
9531,-20.655
23676,185.4
30765,11.64
16599,-506.12
47884,6.2208
39045,29.328
3732,3.66
46653,1.26
47092,2.91
8057,2.76
29029,-19.506
35704,4.2
23159,-336.784
37622,-1.272
37967,4.6
17291,99.48
40974,-51.92
24902,22.68
22954,199.92
13989,1.05
47253,1.59
19620,105.247
6215,0.0
20813,290.43
21480,2.73
30711,65.88
27166,-0.555
35145,10.8966
24050,-4.2354
15364,17.847
11178,-102.288
39120,13.8528
6491,-1.312
9313,107.46
46145,-8.16
41894,1.98
20688,22.1701
43110,10.7892
15724,122.25
21379,11.5587
46327,-12.936
42687,5.01
19788,55.08
20252,49.122
17436,-197.505
6067,13.0
37086,-38.7072
4303,5.44
41257,6.84
30514,-488.772
1954,180.06
18046,37.68
47637,-23.516
12140,22.992
43068,112.92
30283,280.62
2116,0.0
35900,-1.528
12144,133.44
12858,1.32
35462,22.626
44684,0.48
6017,-58.392
37459,36.51
33558,-2.688
38189,31.68
36672,-0.384
22334,116.8
33474,6.12
10901,17.43
35723,17.28
46721,-1.472
36881,-17.6076
16941,189.36
10239,240.16
10970,106.477
26473,32.115
42386,9.9
8929,-6.38
39309,-22.2
26033,-20.7
22039,6.48
144,1143.89
17394,72.084
20958,11.7
43853,2.61
8777,95.04
37362,-45.162
40918,-15.48
37897,-38.592
8161,70.08
40128,-7.584
20574,45.09
10746,-4.74
13118,17.04
31614,-157.68
49066,-1.608
3931,-8.112
35314,28.23
18332,-149.52
38156,-3.516
30568,-27.588
25987,2.1
21562,10.8
37068,18.45
34184,4.29
3184,4.86
16315,15.16
10612,31.374
25124,4.32
49387,0.4768
19341,19.056
34001,-23.616
5266,-2.1208
49391,-3.864
34786,-12.744
5348,-369.72
28002,79.5
11711,-248.246
1121,20.0928
16839,-63.234
26003,48.96
5187,8.4
43524,11.151
26435,-1.53
30774,28.9
29914,2.2824
49652,-1.3376
17900,24.96
44154,5.64
17112,30.78
32337,-22.68
11483,2.64
39582,-8.55
34193,24.498
8784,-124.74
5676,7.638
44219,16.98
35976,62.4
25973,-32.448
29107,-15.951
24263,18.0475
24047,-413.088
31033,43.6951
2084,1060.56
42426,6.06
3120,37.884
7251,-90.09
6522,22.16
18049,156.8
38877,6.728
8565,414.3
44058,25.64
44531,9.96
10883,18.63
399,-16.236
36091,17.856
48851,3.672
3003,151.097
9405,137.4
32213,18.6006
27316,4.4
35299,47.7
25331,17.697
3253,168.72
6188,40.08
37799,-17.9424
1372,509.568
32234,4.95
926,1172.88
21100,122.294
26476,25.2
6804,7.38
28573,26.64
29333,9.0
49168,3.42
24237,48.1128
41394,3.0
19888,56.0547
40464,1.5
13342,44.6
20814,-50.88
29216,-5.9409
29225,-37.59
32768,-3.996
20930,-157.01
28206,45.15
25626,-1.4256
21039,9.42
27352,190.08
7687,17.82
18923,-28.498
20333,73.62
24559,14.49
40599,175.86
18326,37.2
43812,7.92
5921,1.5291
38863,3.363
28435,-6.084
34988,1.7343
1162,176.96
38441,-3.72
28437,-15.6303
26362,74.0532
4264,34.92
14115,4.8195
34798,9.08
48100,-22.144
20295,4.32
15798,78.9412
38389,4.74
5545,-4.617
46148,-19.074
44726,-0.904
27904,20.58
45513,5.4366
16953,2.44
28860,-4.65
16313,61.0736
31915,55.17
34995,13.1572
31204,4.3956
36513,16.35
3758,165.735
47252,-2.5212
13966,18.81
46263,6.72
30867,45.528
8023,122.16
26454,22.68
33749,35.262
48327,-8.97
15587,35.245
42715,-23.0055
45239,2.55
26419,26.1
21122,80.7772
14773,59.2275
37343,18.837
16316,51.09
4878,-0.609
1911,-1172.74
13534,-3.3708
5739,-642.852
47999,-16.8795
27438,43.92
47233,6.6
37638,14.07
22067,-24.392
48966,2.1
17407,182.226
2098,11.928
8875,8.19
49314,-7.317
49043,1.26
1985,1141.2
15811,124.488
24482,63.24
47119,5.01
35108,-22.44
7779,1130.35
34619,12.993
4513,33.0648
32516,-6.08
6676,97.38
19789,1150.2
17406,-10.336
18137,4.6
37570,16.956
48194,-1.026
28969,1.44
39549,15.96
13993,-5.216
6095,21.45
35359,2.7
20260,-2.1996
47071,7.584
26644,18.1176
19273,0.0
17049,175.11
13000,117.0
29615,28.4
31865,22.2
41632,-2.72
4449,-3.978
21393,60.66
22594,-90.84
36137,-35.848
609,6.24
44946,3.7408
24924,8.1
25072,45.8
24234,85.9828
18150,9.27
39615,-21.312
31737,11.22
9987,-3.6
42769,1.28
22227,19.74
3863,75.44
21465,34.536
22177,30.24
36950,0.0
42772,-15.5844
23493,9.7092
7359,-82.8384
42738,9.66
40027,-89.079
36560,-8.0664
11070,17.472
25554,2.0592
35902,22.68
18348,104.04
29438,-1.746
48709,5.5674
4064,-157.92
26259,16.53
15075,5.18
8665,18.27
26970,13.32
31175,24.0975
48661,3.72
45347,6.93
33056,5.4
15774,5.94
23893,1.0731
24801,14.4
48028,-19.761
4351,8.454
12759,23.13
7821,-362.556
3272,302.73
6467,75.798
4894,3.684
16904,7.92
7672,-47.0583
9936,74.4
1226,32.8
25170,17.1
37091,32.4
23392,13.68
43365,7.32
277,927.78
32399,13.8684
44021,7.68
42249,21.714
39066,34.38
853,331.191
14061,16.7946
12483,111.511
42414,10.62
14957,-0.06
13911,2.46
42031,4.48
884,46.3185
14240,11.34
19414,-120.465
43223,-20.226
32578,-23.94
33841,-62.4675
36094,15.426
4035,79.92
22038,21.1
18341,-2.1465
20775,184.26
40948,15.9
22179,111.33
5931,19.59
20395,13.11
20564,88.3948
28696,27.12
17779,-147.28
38075,24.0
49531,4.8804
23822,11.88
45775,0.0
36206,10.76
26009,36.15
10613,-29.616
12447,0.6
39359,34.16
42729,5.22
38554,16.14
13371,-76.9536
38046,24.96
6847,-720.372
28331,89.7
43705,15.2292
32699,5.48
47502,1.8792
16341,114.612
42958,-46.305
3467,36.12
27489,37.59
14832,35.16
42150,-8.01
12440,186.24
3502,43.8
36535,9.3
19058,-83.88
35381,2.226
47854,0.39
28092,16.02
37554,21.0
8668,133.893
44661,1.6209
36520,6.56
8420,31.4548
49103,-16.002
646,1420.02
6759,99.36
19590,-30.852
25193,4.752
28062,33.5895
12488,-26.808
21082,1.38
29000,111.312
429,5.44
12594,-2.3748
4070,113.674
41287,6.4
41876,-58.704
6128,3.28
31003,-38.25
18372,0.0
7112,41.496
36387,-38.304
27191,-181.512
42202,26.64
20346,49.35
28678,-8.1096
17758,0.0
13139,3.6216
24862,64.65
18968,-1480.03
34719,28.8
1138,1093.92
35419,31.4685
13649,18.48
41083,2.6
14646,2.24
39095,33.64
3016,2.16
19490,35.595
41739,-8.232
41694,39.0824
40609,2.91
26764,-37.2591
8247,-100.98
30278,0.2353
41926,0.6
38094,9.072
18315,55.17
47394,10.434
18552,66.542
26556,15.264
17354,-8.0784
20050,9.387
42046,4.5837
37740,8.16
21963,8.2992
44658,-2.67
22197,54.0
21060,-28.9224
17937,28.0
23445,5.32
40124,1.4682
2791,14.2386
6526,162.96
30715,2.62
48260,9.2928
23407,63.144
198,-32.208
1448,12.5838
9801,12.0
14835,-140.175
36227,8.4
5653,587.161
32607,-114.495
32300,-9.1845
5564,4.743
46796,-327.816
29636,114.18
13032,146.404
42068,1.5
24046,-8.892
24145,-4.452
43345,2.61
24321,1.59
24989,12.3
25573,20.52
31832,46.47
31427,-39.36
22935,5.7624
25877,-6.534
10189,21.84
6201,88.7238
23812,-20.52
40710,7.54
9480,33.255
37144,7.2
14788,132.72
7337,41.993
8297,48.056
23287,-1.016
14085,-37.688
681,-221.571
13958,-4.914
43407,12.78
8225,4.56
22206,33.56
16826,3.33
24137,70.812
36858,6.2995
40668,20.85
10271,56.79
38795,0.0
13203,7.152
22823,26.973
12492,23.436
40915,-125.016
20560,74.184
38018,1.26
39249,-97.46
42658,-15.4764
9519,7.2234
14858,290.4
22709,-27.54
36004,8.96
22425,119.64
5907,0.0
20853,-20.034
30670,7.384
44026,3.3
3085,4.35
29258,6.54
3751,483.84
17688,75.728
28406,5.22
43187,25.9974
7365,12.838
31977,-312.061
2463,8.16
11380,28.28
22500,179.82
30739,19.62
29314,-189.81
31641,10.0572
12547,8.226
18253,43.6752
46405,28.71
28433,84.9436
44197,8.784
24389,35.9964
13328,-38.9475
42441,16.29
29041,-83.076
3653,9.72
33880,2.4
35956,18.2525
41483,9.8625
5035,282.42
3377,241.147
40279,45.06
39983,23.94
37002,-29.937
38586,-51.456
13670,12.7008
30308,64.8
41133,31.41
23695,0.0
6720,141.66
35444,3.92
16751,6.3
48035,4.4
8180,7.896
39945,2.256
32301,-44.985
42184,8.694
14363,292.08
36330,-37.488
7680,-75.672
20146,21.6
21126,5.38
25132,-97.2312
5770,1.176
9022,9.2928
19736,12.564
30006,-23.874
5633,-488.916
26781,133.44
24556,70.0336
10151,-66.528
25237,35.4
38839,-27.585
13889,75.5748
10229,9.96
16399,55.68
43456,1.476
1824,104.88
24769,-135.312
15045,99.6984
23646,72.948
4215,-20.814
46865,-6.696
33250,22.74
22126,0.0
3221,18.948
28486,1.44
30072,65.28
21496,71.4
45785,2.3
39833,6.21
7524,106.53
29930,64.0
19384,54.9
35980,39.78
32147,36.48
28150,-24.624
14644,45.294
322,330.048
28238,3.72
42909,-45.864
47226,5.94
29626,10.5714
45320,15.8256
11562,-176.904
38532,2.0416
47949,1.816
20076,64.47
32326,-19.4544
39568,-3.224
5763,15.768
34859,3.51
13367,139.56
41319,30.24
33430,8.25
45783,-28.48
19466,140.88
24896,60.5528
29698,17.46
7441,15.552
2969,2.772
32564,-8.1
13097,51.84
35829,20.88
12481,54.52
41594,2.535
8037,26.4
20060,2.94
44424,-0.54
43750,-27.03
44648,7.92
36997,-12.9987
18785,57.27
38017,-2.112
5692,-95.994
48892,-10.908
14558,-312.693
6537,91.152
373,572.55
43252,18.92
38654,-42.688
31588,3.96
37664,8.3958
33348,38.7
29690,19.872
18091,41.5688
18842,56.85
9501,54.6912
15813,105.98
6926,3.024
20262,-7.8408
24778,41.04
8331,-204.314
46180,-13.32
6793,114.84
11875,159.39
14840,-10.6176
27688,108.18
8407,14.5152
6016,2.28
33846,72.72
24126,24.03
62,93.6
34797,-57.564
42328,32.4
37061,1.92
30532,19.9665
5687,297.0
28667,3.57
2885,14.7
20294,12.12
2385,625.8
11708,-5.688
47810,2.25
31694,-81.576
31546,-1.938
12418,42.1176
6111,201.66
37948,8.22
18314,23.97
42568,-8.448
27585,-83.478
13651,449.991
33104,-46.6029
12831,52.5645
41683,-4.9098
6418,-85.728
24880,50.82
48021,15.6884
6736,29.61
39316,-2.348
27091,22.1052
11401,65.772
39408,58.4962
22434,18.12
10098,-416.703
11119,146.34
16541,-7.656
9988,-0.054
22947,30.0234
38101,24.47
19828,364.8
8781,49.5
30148,-38.976
428,38.948
38690,6.75
40016,13.72
9654,88.02
22603,9.36
31074,-34.29
19393,-251.745
20279,29.76
29957,-14.352
36164,-115.716
7982,90.84
15908,101.78
9877,76.92
43729,-14.004
39072,13.818
26180,32.94
27934,101.88
8908,56.2744
33772,2.64
31083,38.64
45870,16.68
6752,302.7
47529,3.6
15612,-68.392
25929,36.4473
37576,-35.16
12968,107.6
40614,11.52
4057,-30.098
42387,-2.3142
24743,85.44
16355,8.91
47105,-9.9825
44467,0.696
38438,4.23
5369,5.605
40789,-8.26
2185,164.08
40435,10.881
11306,65.3256
27604,-0.891
5373,534.213
2494,-632.799
4128,7.5
42428,5.4
41934,-7.612
23588,0.0
29982,25.56
30516,-71.8905
12267,145.872
20999,56.76
16649,75.9924
5228,99.12
27901,89.4
24353,3.12
37398,-33.9384
28130,8.46
17890,5.325
21714,-64.38
17233,-289.032
7175,0.15
15800,6.2208
9400,12.54
32319,12.18
49474,-3.498
34132,14.94
3290,0.0
13061,10.32
48679,-12.408
41548,-20.736
45966,-4.518
48800,-15.519
37748,24.45
44184,6.2208
11923,-46.278
20418,5.1
34572,31.6
11061,0.1
25429,25.41
36498,1.68
24388,44.4
22624,52.8
25126,19.98
36638,-10.896
18376,-13.896
38670,11.403
13075,56.7
26730,0.92
44966,7.56
41966,-11.168
35391,-11.3733
42607,21.5964
17838,111.843
5576,7.44
385,946.634
38920,23.34
13542,240.72
28915,85.86
41708,24.9
4569,8.694
25913,-50.976
47282,12.72
39371,-46.08
43614,-3.078
15937,-3.564
18684,8.58
20492,-22.128
16307,266.88
30410,1.89
32950,-13.6461
49210,-4.9878
2095,16.488
28827,19.22
31492,27.3
33594,60.1
2984,18.24
4108,-2.196
31352,12.06
9523,7.605
31198,5.7
43944,2.8
46635,6.3
34330,-70.2
16946,14.22
26877,24.993
12496,13.65
29775,36.9
36154,27.0
36660,-9.752
40245,9.3
1281,77.28
26960,-9.54
21752,23.28
43743,-9.312
24959,23.1
41005,16.11
21501,11.0
914,-13.923
14565,142.08
43048,10.68
3928,-2.1294
33549,-8.64
6658,235.04
19175,106.14
22882,-105.768
6013,-2.6784
32212,14.995
14704,9.06
898,-58.6347
7892,23.1
39576,-244.386
31626,24.48
44353,-18.33
16039,22.86
971,141.888
32498,-5.5338
28759,55.44
20869,-84.512
22704,4.56
15603,12.6
43957,-4.644
47201,0.27
25125,95.88
2132,5.6376
31849,1038.42
41274,1.98
38081,-7.488
2372,89.955
6204,27.12
19383,68.3332
47626,-18.087
36893,96.78
8178,78.672
40865,19.9155
47452,11.67
24830,73.386
38289,9.72
16429,-4.4829
41158,3.15
24839,-153.936
1012,2.94
2247,4.26
6832,-316.74
24958,9.4
14946,29.241
18844,0.0
28065,5.6994
22697,16.12
14524,37.23
16723,91.9508
42899,7.7031
48767,0.6
14402,24.5028
35960,-45.144
11331,1.8
231,3.18
10755,0.522
45443,8.48
10630,-10.44
30693,121.86
15334,0.8
31380,42.54
41797,5.12
15853,1.917
35838,9.3312
21080,98.28
2893,129.8
41114,5.64
2638,2.88
4469,9.039
19026,179.749
27955,3.894
43486,16.02
41722,3.78
28209,53.091
47127,1.72
30630,81.78
29194,31.9
20876,11.334
44621,2.7222
15854,240.108
48813,-13.734
36927,37.26
8358,31.8892
6985,-16.176
13247,2.56
13506,56.34
2980,136.26
6835,36.9
21167,-22.47
39593,2.61
14700,0.57
21399,3.78
4976,-0.195
19833,8.88
29494,-24.38
18647,32.76
10688,-68.829
24441,100.44
20861,43.92
41231,3.42
19737,45.294
46904,-4.824
13656,-443.07
39286,-57.036
10986,21.06
41847,-54.752
16629,169.14
19545,208.592
17050,102.06
16425,202.236
19670,-194.526
22674,9.6
29687,28.1718
19265,108.6
30192,19.6
49629,-0.5964
34195,-95.424
8296,117.36
17117,9.7176
22342,7.11
5568,-314.904
48391,6.3744
12710,342.36
41799,10.62
1876,17.064
24508,-75.054
625,11.2308
35443,20.5
11436,48.0
24181,-205.683
41600,7.4496
5343,4.86
33960,17.58
20135,-255.78
13717,7.54368
30139,-76.384
9118,275.7
37370,4.95
9159,1.0668
3168,66.48
38961,-27.02
10406,8.8044
39640,14.148
21270,8.91
41801,12.06
19663,4.743
48762,-3.768
20898,56.517
5086,355.92
19066,-25.644
12981,20.7332
480,4.11
28662,17.505
42416,0.5904
25430,55.5
12486,-83.8752
32290,4.32
39369,11.04
22581,40.8
15176,5.94
9430,162.477
7530,39.75
13473,34.11
27427,-18.1808
34562,-57.6231
46885,-4.74
273,197.19
28714,7.92
43490,4.38
34602,71.04
45166,1.068
48022,4.752
14774,-110.738
13700,-114.492
31211,24.64
2174,12.39
35837,69.705
43458,-28.296
39311,32.28
27695,4.89
38076,34.44
30646,-3.7296
18826,9.96
758,13.3476
21121,9.3312
44673,1.288
12230,263.04
1818,515.753
3617,27.09
24699,91.056
24246,63.4368
25205,-15.38
32394,-107.742
14044,131.355
23517,51.28
30789,109.8
40140,8.619
45551,1.95
48232,5.46
43657,10.26
45802,31.14
41227,6.4128
26387,84.48
43156,6.84
15262,113.52
5754,18.72
6660,15.84
31052,-45.39
25049,24.24
44310,7.4752
19214,9.72
25986,13.38
18894,28.5984
48219,16.8
35254,34.29
18466,7.44
39911,11.08
19970,45.06
32978,-21.945
24410,8.862
43567,26.04
35514,17.4
3335,28.3095
351,-265.761
17768,69.7374
49021,2.48
1576,17.16
4985,-116.98
21422,9.102
47942,0.24
9452,29.097
22365,9.702
17278,31.08
46182,-9.1104
15093,9.63
5245,-48.888
27092,-355.606
7905,62.16
24728,16.47
6234,57.024
31154,63.03
40627,8.55
10079,57.484
42148,41.736
8468,3.06
9205,14.25
10791,108.63
35304,36.09
18272,33.9
36050,245.406
8543,42.18
29601,21.0
38708,-118.767
38153,0.0
15486,3.6
44415,17.1678
13433,-245.064
43714,26.13
19681,-3.104
23361,57.12
3780,18.72
35649,22.9488
39988,9.9
4028,50.76
44711,12.7368
16580,51.24
19387,143.28
24100,-5.55
39572,13.2
14709,22.74
44368,11.34
4867,5.88
33206,13.725
44084,-3.3506
15302,15.9
12370,203.586
3279,8.0991
2902,6.714
36136,4.86
2434,143.082
6583,-13.58
45852,2.205
33601,20.682
49228,-4.0216
10036,400.86
24454,123.9
41996,12.8744
39138,15.342
558,-219.164
29458,22.41
49355,6.129
42228,4.74
12702,29.495
33232,34.14
8617,-1195.24
36771,-1.136
16430,-78.573
37423,-1.52
9763,18.24
7340,13.36
32738,10.2
103,4.4174
49250,0.4264
22004,-1.866
47495,1.62
8961,0.0
28336,-2.664
43400,-4.17
46068,6.475
11321,-936.032
37796,3.895
47160,3.0096
39546,-95.844
41721,6.7
7918,151.5
10317,49.4
32280,-6.498
12296,7.9212
40356,0.0
27544,-8.427
1866,15.525
31468,96.03
22893,106.98
6809,198.882
17672,178.002
23394,79.23
46986,7.553
13847,23.1
8470,12.72
11799,16.5
702,7.44
19361,2.46
22408,-50.96
8045,279.077
25896,37.7874
39777,-32.508
32081,-11.34
34648,-4.641
38229,23.31
22458,63.24
34005,15.3
24898,28.896
44508,-47.544
27612,65.6044
7200,4.62
776,7.83
20499,60.39
24525,-135.708
47296,6.972
22528,18.6
39085,-53.574
35068,-51.2175
13906,175.56
45275,5.2026
40010,-78.45
35197,7.16
41533,-164.836
48226,-2.244
29731,2.7
2055,1341.15
745,2.76
33494,18.48
12074,148.2
10474,3.12
20361,3.6
2851,-30.429
9960,1.8148
10557,164.4
16621,64.2
24620,4.08
17398,32.934
22358,-4.5396
3036,903.993
7143,-8.9796
23802,42.495
28844,82.44
1682,772.68
27284,3.18
36443,7.29
49306,-8.904
32522,19.62
16344,4.011
15537,-213.495
6478,293.4
15363,-96.498
41473,-18.18
39841,18.447
27145,55.38
44114,-13.5548
38639,13.9152
3444,-6.5274
14631,289.86
28423,48.876
40457,-2.0874
13943,12.6813
42688,-98.784
1000,6.39
41705,-19.3599
45864,20.2149
31203,-384.716
16817,156.96
42274,7.68
22701,296.82
8517,34.3896
25867,106.781
16765,-17.055
38299,27.18
25639,-5.967
39427,6.4128
24772,8.2616
22306,17.898
25387,0.168
41290,-10.1178
47919,2.85
23661,79.6
27900,16.6698
45479,-3.9249
30687,13.62
49254,5.4432
47671,-1.9791
22779,11.2896
35238,9.3
18754,9.4717
21802,0.0
40819,29.04
23518,4.5
19219,-39.144
32160,1.2
17542,15.3426
29976,52.38
37021,-30.15
22514,-132.425
25148,59.4
25902,61.62
28376,48.12
48012,7.992
48488,-32.79
7596,20.943
16157,5.1
22284,242.48
46976,1.14
11823,73.8
3265,118.293
48481,11.8248
17700,130.491
39651,-60.204
5010,1216.02
30520,-19.632
28203,3.52
25384,-3.528
29859,29.2
34927,5.5017
13685,17.427
5152,-112.896
17971,-82.224
3697,791.46
45325,6.12
42338,9.5526
11808,166.617
460,-0.024
39234,-57.2814
10508,0.36
44044,17.22
17707,-0.048
11550,32.34
35480,3.27
9634,-47.992
43795,1.76
20966,74.004
45889,10.08
25569,54.3936
24223,-81.9726
2135,384.12
46216,-4.577
1377,33.3124
18998,27.24
4504,492.624
17995,-166.84
19496,2.84
3539,101.79
43366,-9.3
21091,31.08
42218,7.9378
43511,-13.77
45896,5.13
29785,-15.885
25065,16.578
31436,17.28
19793,68.952
26348,-7.416
39043,-10.62
29363,43.152
36440,1.7876
7776,18.0
25684,-204.08
19964,2.52
9538,-178.847
24759,0.0
21333,-77.856
23780,11.634
29219,-13.392
11980,1.7343
45823,1.6
20481,43.2
48898,6.552
29741,41.73
35475,5.64
24656,103.38
24539,44.22
6515,486.045
7024,25.8
5946,270.947
29951,62.1376
2328,3.1008
32744,1.26
33643,-9.8724
29994,6.2208
34350,0.825
32796,11.88
42329,24.15
5459,-678.936
21915,1.26
28904,3.426
22776,3.4686
40148,21.92
4448,12.72
17965,121.32
45034,1.536
15520,14.1862
19315,73.56
12200,164.67
10453,1.584
2436,13.38
11645,17.847
18762,106.02
34656,5.46
4892,3.5
33975,20.04
30491,14.7801
41887,-9.996
7514,650.28
49105,-15.072
40841,18.48
20763,38.94
21532,-3.76
4168,108.353
12477,184.32
5929,11.43
34813,-11.808
38577,12.32
43938,13.68
41638,41.43
35390,8.58
24280,-29.0745
10289,2.128
48593,-11.8152
32436,30.9
3776,87.996
30978,2.1
890,2.16
5794,40.4012
21564,3.18
26209,12.2465
15868,8.991
31181,-32.55
42097,23.9463
40808,-0.016
21247,-62.82
19819,10.08
27749,-21.7395
651,54.234
37027,19.44
41857,7.92
46543,-19.566
7772,106.26
40238,5.34
32718,18.0
6392,5.52
44878,23.16
41447,7.3356
39151,15.12
32138,45.795
18175,2.82
2554,0.0
35858,-0.09
47046,4.32
15200,-3.7737
18995,6.0
12110,-19.8744
24072,-28.3275
18614,12.528
48556,1.7352
37076,21.294
44016,12.36
26064,15.36
12001,244.05
33993,30.2232
23662,67.86
18683,152.8
43813,-8.988
24242,7.92
48326,-13.408
30661,-33.76
17483,58.304
44129,4.0749
46420,-15.12
47805,3.1752
27951,7.4172
9666,219.6
44744,-15.712
39319,-21.24
23905,-25.6
29151,46.44
31649,8.64
19780,50.6878
16504,77.7519
48750,1.88
17831,14.88
38263,12.3144
17841,5.04
42294,1.44
12814,218.22
46341,2.464
15650,11.4
33046,-223.884
20392,-0.528
3918,379.68
2514,0.0
43127,18.78
42666,-3.784
13041,1.68
22078,-59.0571
43866,-28.26
28364,21.42
43204,2.88
6424,-73.272
26683,3.48
5089,-8.064
17190,47.82
9845,49.4982
44069,3.18
26792,3.0
2515,36.84
2726,350.475
29472,6.33
46245,17.36
7576,-8.43
22583,297.0
31208,5.28
17689,55.664
29576,12.789
15054,17.55
44874,-2.392
27099,10.5
13664,117.683
22323,23.1
17287,52.38
26404,-34.905
38172,25.5968
14054,84.2352
14803,16.98
7481,49.308
43106,10.203
37569,28.332
6347,73.95
29484,-12.375
33670,-1.3995
2900,89.55
31948,46.824
11597,1.7375
40268,59.0372
6029,9.048
14443,87.3504
32501,-17.0352
936,19.488
21163,-88.944
18795,7.92
28262,0.0
47876,5.04
17820,55.4364
5503,56.406
14579,70.68
43098,5.18
17969,23.7993
48848,0.0
32107,52.71
6354,405.54
34138,44.16
16659,18.76
35042,3.48
581,215.73
24131,10.02
11477,29.952
12104,181.992
45921,-98.424
28733,16.29
9532,1.428
7055,-199.752
46815,-10.05
39320,-78.3
3792,17.82
25545,4.92
28354,-21.066
6293,959.22
46563,6.9
32008,22.6737
770,292.8
13282,-7.968
6808,-446.712
30638,15.32
10476,52.92
43436,-4.206
19227,8.8275
42000,-22.608
46122,6.7966
12407,-1.5066
7503,5.7
16172,81.584
15681,-10.7304
22270,5.43
297,308.4
11077,20.1
47524,3.4086
27679,-24.32
46872,6.99
6974,42.4647
29223,-20.142
29498,21.78
24211,8.1192
14188,108.175
20310,7.269
1278,978.84
29861,1.26
40374,32.62
18593,13.04
21208,-14.556
18905,-5.46
7836,34.56
4326,3.744
36073,-145.464
15246,59.64
44463,3.87
35216,0.9282
33015,11.4504
4877,6.618
3308,2.58
13451,216.958
21985,148.74
45410,1.9024
32566,0.8388
38336,12.264
12372,-5.166
18153,81.1314
37256,3.44
10009,-809.748
3401,-3.14
16062,-24.702
26310,43.68
13480,74.46
47302,4.8
25250,31.608
23280,-32.5908
38400,180.766
13709,-14.28
21463,4.26
5216,-52.02
43802,-7.5117
22917,35.3
20613,80.838
26052,4.488
30334,17.324
31529,5.886
33347,20.16
36362,15.48
29167,0.8
34668,1.92
7990,395.58
40066,-65.475
6193,6.7032
38294,8.52
3425,112.68
3230,-57.288
30079,90.12
4729,123.474
33968,5.2877
9889,4.13992
43333,7.728
13826,226.867
28778,-42.525
6129,41.5519
18117,30.78
10733,-22.149
